timestamp,user_id,session_id,fsr_front_left,fsr_front_right,fsr_back_left,fsr_back_right,total_pressure,lr_balance,fb_balance,tilt_x,tilt_y,tilt_z,head_distance_cm,posture_score,posture_class,alert_status,break_flag,exercise_recommendation,exercise_completed
4/16/2026 8:10,user_001,session_1_1,2061,1800,1659,2051,7571,-1.73,-1.99,0.44,2.62,9.2,66.8,77,neutral,0,0,none,0
4/16/2026 8:10,user_001,session_1_1,1625,1919,2067,1605,7216,2.33,1.77,-0.1,-0.64,8.85,66.9,93,good,0,0,none,0
4/16/2026 8:10,user_001,session_1_1,1629,1714,1582,1782,6707,-4.25,0.31,-0.24,-0.17,8.96,62,97,good,0,0,none,0
4/16/2026 8:10,user_001,session_1_1,2109,2018,1796,1993,7916,-1.34,-4.27,-0.45,0.34,8.97,68.3,95,good,0,0,none,0
4/16/2026 8:10,user_001,session_1_1,1875,1621,1465,1527,6488,2.96,-7.77,0.27,-1.37,8.93,62.7,85,good,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,1764,1949,1777,1897,7387,-4.13,-0.53,-0.45,0.95,9.46,62.6,90,good,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,1918,2074,1779,2065,7836,-5.64,-1.89,-0.19,-0.38,9.6,73.7,94,good,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,1957,1986,1840,1981,7764,-2.19,-1.57,-0.4,-2.3,9.43,60.9,80,neutral,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,1631,1562,1571,1733,6497,-1.43,1.71,0.13,2.07,9.34,58.8,82,neutral,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,1920,2091,1849,1644,7504,0.45,-6.9,1.04,1.03,9.55,54,89,good,0,0,none,0
4/16/2026 8:11,user_001,session_1_1,2235,1974,1892,2088,8189,0.79,-2.8,-0.18,-1.55,9.21,44.4,86,good,0,0,neck_stretch,0
4/16/2026 8:12,user_001,session_1_1,1918,1737,1624,1821,7100,-0.23,-2.96,0.39,0.98,8.61,80.2,91,good,0,0,none,0
4/16/2026 8:12,user_001,session_1_1,1806,1997,1744,1924,7471,-4.97,-1.81,0.12,0.93,9.02,58.1,90,good,0,0,none,0
4/16/2026 8:12,user_001,session_1_1,1958,1932,1826,1947,7663,-1.24,-1.53,0.17,1.29,9.62,64.9,88,good,0,0,none,0
4/16/2026 8:12,user_001,session_1_1,1990,1787,2006,1650,7433,7.52,-1.63,-0.46,1.64,9.55,51.9,84,good,0,0,none,0
4/16/2026 8:12,user_001,session_1_1,1737,1724,1514,2092,7067,-7.99,2.05,0.75,-1.4,9.46,62.9,85,good,0,0,none,0
4/16/2026 8:12,user_001,session_1_1,1933,1717,1906,2161,7717,-0.51,5.4,0.36,0.88,9.39,72.6,91,good,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,1840,1802,1958,1583,7183,5.75,-1.41,-0.26,2.67,8.8,74,76,neutral,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,1555,1861,1748,1588,6752,-2.16,-1.18,-0.21,0.58,8.8,51.3,94,good,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,1768,1890,1886,1566,7110,2.78,-2.9,0.83,0.37,9.1,61.2,95,good,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,2188,1911,1786,2383,8268,-3.87,0.85,0.35,0.51,9.94,62.1,94,good,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,1931,1798,1802,1925,7456,0.13,-0.03,-0.01,0.81,9.28,57.2,93,good,0,0,none,0
4/16/2026 8:13,user_001,session_1_1,2006,1314,1875,1945,7140,8.71,7,0.05,-0.05,9.1,45,94,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,1903,1783,2212,2137,8035,2.43,8.25,-0.19,0.41,8.64,71.7,93,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,1910,1582,1872,1777,7141,5.92,2.2,-0.56,1.69,8.99,58.5,84,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,2238,1830,2085,2129,8282,4.4,1.76,0.22,1.69,9.06,58.9,84,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,2041,1918,2154,1939,8052,4.2,1.66,-0.63,1.24,9.57,50.1,88,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,1964,1315,1882,1708,6869,11.98,4.53,0.3,-1.01,8.69,60.6,86,good,0,0,none,0
4/16/2026 8:14,user_001,session_1_1,1956,1734,1739,1711,7140,3.5,-3.36,0.2,0.21,9.18,60.8,96,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,1802,1641,1588,1668,6699,1.21,-2.79,-0.86,1.24,8.66,64,88,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,1690,1822,1505,1965,6982,-8.48,-0.6,-0.39,0.24,9.28,65,95,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,2033,1528,1613,1762,6936,5.13,-2.68,0.49,1.2,9.87,61.4,88,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,1701,1645,1526,1650,6522,-1.04,-2.61,-0.36,1.53,9.27,50.3,86,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,2106,1706,1660,1556,7028,7.17,-8.48,0.53,-0.26,8.82,66.7,93,good,0,0,none,0
4/16/2026 8:15,user_001,session_1_1,1772,1880,1602,1755,7009,-3.72,-4.21,0.06,0.23,10.22,75.2,95,good,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,1885,1984,2035,2036,7940,-1.26,2.54,0.91,0.18,9.48,48.4,97,good,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,2140,1993,1766,2077,7976,-2.06,-3.64,-0.12,0.07,9.17,65.8,97,good,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,1911,1750,1511,1879,7051,-2.94,-3.84,0.54,1.62,9.53,62.6,84,good,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,1948,1702,1810,1767,7227,4,-1.01,-0.64,1.29,8.77,61.1,88,good,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,1948,1869,1888,2023,7728,-0.72,1.22,-0.26,2.1,9.24,57,82,neutral,0,0,none,0
4/16/2026 8:16,user_001,session_1_1,1873,2072,1884,2065,7894,-4.81,0.05,-0.45,2.49,9.13,48.9,78,neutral,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,2046,1724,2013,2203,7986,1.65,5.58,0.44,1.31,9.23,57.8,87,good,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,1936,1865,1886,1784,7471,2.32,-1.75,0.73,0.47,9.83,53.4,95,good,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,1955,2066,1684,2039,7744,-6.02,-3.85,-0.38,-0.19,9.19,59,95,good,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,1817,1697,1746,1774,7034,1.31,0.09,0.34,0.96,8.75,80.3,91,good,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,1740,1639,1913,2006,7298,0.11,7.4,-0.27,0.27,8.95,56,95,good,0,0,none,0
4/16/2026 8:17,user_001,session_1_1,1855,1701,1443,1962,6961,-5.24,-2.17,0.24,0.04,8.98,74.9,97,good,0,0,none,0
4/16/2026 8:18,user_001,session_1_1,1866,1824,2027,1759,7476,4.15,1.28,-0.19,0.31,9.31,54.1,95,good,0,0,none,0
4/16/2026 8:18,user_001,session_1_1,2341,1903,2014,2039,8297,4.98,-2.3,-0.37,-0.6,9.19,70,93,good,0,0,none,0
4/16/2026 8:18,user_001,session_1_1,2135,1989,2164,2035,8323,3.3,0.9,-0.27,4.1,9,57.5,65,slouching_forward,0,0,shoulder_roll,0
4/16/2026 8:18,user_001,session_1_1,2043,2035,2050,2143,8271,-1.03,1.39,0.55,1.79,9.53,65.6,84,good,0,0,none,0
4/16/2026 8:18,user_001,session_1_1,1704,1789,1674,1800,6967,-3.03,-0.27,0.07,0.89,9.68,70.6,91,good,0,0,none,0
4/16/2026 8:18,user_001,session_1_1,2188,2078,2306,1998,8570,4.88,0.44,0.02,1.33,8.66,62,87,good,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,2035,1990,1926,1895,7846,0.97,-2.6,0.79,1.41,9.16,61.8,87,good,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,1809,1998,1590,1799,7196,-5.53,-5.81,-0.51,2.41,9.25,63.2,77,neutral,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,2276,1680,1568,2028,7552,1.8,-4.77,-0.03,3.01,8.98,56.2,73,neutral,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,1816,1611,1934,1966,7327,2.36,6.46,0.35,-0.09,9.3,59.3,96,good,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,1779,1778,1821,1814,7192,0.11,1.08,-0.54,3.36,8.59,62.9,72,neutral,0,0,none,0
4/16/2026 8:19,user_001,session_1_1,1978,1763,1780,1863,7384,1.79,-1.33,0.72,-0.34,9.17,63.6,96,good,0,0,none,0
4/16/2026 8:20,user_001,session_1_1,1876,1656,1886,1635,7053,6.68,-0.16,0.66,1.94,9.28,74.4,82,good,0,0,none,0
4/16/2026 8:20,user_001,session_1_1,1858,1986,1762,1860,7466,-3.03,-2.97,-0.72,1.13,9.25,44.8,89,good,0,0,neck_stretch,0
4/16/2026 8:20,user_001,session_1_1,2067,1969,1915,1774,7725,3.09,-4.49,-1.21,0.64,8.57,59.5,92,good,0,0,none,0
4/16/2026 8:20,user_001,session_1_1,1880,1612,1650,1745,6887,2.51,-1.41,-0.58,1.19,9.8,43.5,88,good,0,0,neck_stretch,0
4/16/2026 8:20,user_001,session_1_1,2047,2255,2082,1969,8353,-1.14,-3,-0.34,0.91,8.8,64.4,91,good,0,0,none,0
4/16/2026 8:20,user_001,session_1_1,1631,1728,1683,1827,6869,-3.51,2.2,0.46,2.89,9.22,64.9,75,neutral,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,1790,1967,1552,1986,7295,-8.38,-3,-0.27,2.48,9.73,61.3,76,neutral,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,1847,1756,1591,1744,6938,-0.89,-3.86,-0.24,0.45,9.07,76.8,94,good,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,2045,2013,1767,1953,7778,-1.98,-4.35,0.22,3.32,9.22,46.3,71,neutral,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,2024,1497,1461,1786,6768,2.98,-4.05,0.32,1.73,9.01,68,84,good,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,2050,1922,2080,2118,8170,1.1,2.77,-0.23,3.28,9.63,47,72,neutral,0,0,none,0
4/16/2026 8:21,user_001,session_1_1,1984,1890,1855,1806,7535,1.9,-2.83,0.69,3.05,8.95,54.2,74,neutral,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,1959,2020,1477,2150,7606,-9.65,-4.63,0.59,1.25,9.42,45.6,85,good,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,1916,1561,1683,1698,6858,4.96,-1.4,-0.56,0.86,8.68,63.3,91,good,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,1834,1563,1732,2096,7225,-1.29,5.97,-0.64,1.39,9.6,66.2,86,good,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,2219,1852,1859,2024,7954,2.54,-2.36,-0.17,0.89,9.07,61.3,91,good,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,2012,2014,1912,2090,8028,-2.24,-0.3,-0.1,1.01,9.17,58.7,91,good,0,0,none,0
4/16/2026 8:22,user_001,session_1_1,2005,1988,1404,2228,7625,-10.58,-4.73,-1,1.43,9.57,58.2,83,good,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,1826,1776,2157,1918,7677,3.76,6.16,-0.52,2.67,9.45,61,75,neutral,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,1898,2088,1719,1835,7540,-4.06,-5.73,0.25,2.4,9.26,67.6,77,neutral,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,1828,2128,1711,2006,7673,-7.75,-3.11,0.59,2.69,9.46,53.1,75,neutral,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,1785,1847,1673,1646,6951,-0.5,-4.5,0.16,1.29,9.33,66.8,88,good,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,2171,1903,2154,2004,8232,5.08,1.02,-0.61,2.81,9.44,60.1,75,neutral,0,0,none,0
4/16/2026 8:23,user_001,session_1_1,1872,2208,1841,1899,7820,-5.04,-4.35,0.01,1.18,8.76,41.8,86,good,0,0,neck_stretch,0
4/16/2026 8:24,user_001,session_1_1,1929,1554,1995,1885,7363,6.59,5.39,-0.66,0.63,9.86,56.4,91,good,0,0,none,0
4/16/2026 8:24,user_001,session_1_1,1823,2102,2314,2237,8476,-2.38,7.39,1.15,-1.59,8.64,63.5,84,good,0,0,none,0
4/16/2026 8:24,user_001,session_1_1,2037,1889,1864,1842,7632,2.23,-2.88,0.43,2.13,9.5,56.7,81,neutral,0,0,none,0
4/16/2026 8:24,user_001,session_1_1,1940,2010,2192,2203,8345,-0.97,5.33,-0.05,-0.6,8.8,46.3,93,good,0,0,none,0
4/16/2026 8:24,user_001,session_1_1,1825,1818,1590,1834,7067,-3.35,-3.1,0.47,0.25,8.81,48.2,96,good,0,0,none,0
4/16/2026 8:24,user_001,session_1_1,2183,1990,2075,2109,8357,1.9,0.13,0.16,0.73,8.56,69.7,93,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,2134,1935,1934,1906,7909,2.87,-2.9,-0.21,1.61,9.25,53.4,85,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,1795,1666,1908,1813,7182,3.12,3.62,0.87,-0.22,8.7,68.7,96,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,2105,1478,1703,1836,7122,6.94,-0.62,0.14,0.67,8.87,62,92,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,1855,1894,2081,1751,7581,3.84,1.09,-0.06,1.27,9.22,47.7,88,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,2196,2073,1738,1992,7999,-1.64,-6.74,1.29,1.39,8.88,71.6,86,good,0,0,none,0
4/16/2026 8:25,user_001,session_1_1,1656,1582,1496,1771,6505,-3.09,0.45,-0.1,1.05,8.97,52.4,90,good,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,2087,1532,1888,2102,7609,4.48,4.88,-0.78,1.8,9.33,48.8,82,good,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,1723,1684,1612,1769,6788,-1.74,-0.38,0.21,3.53,8.92,51.1,71,neutral,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,1965,1858,2154,2220,8197,0.5,6.72,-0.71,1.74,9.16,63.3,83,good,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,2121,2315,2026,2085,8547,-2.96,-3.8,-0.16,0.24,9.69,55.9,96,good,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,2010,1616,1534,1547,6707,5.68,-8.13,-0.08,1.72,9.48,62.4,82,good,0,0,none,0
4/16/2026 8:26,user_001,session_1_1,2364,1855,1981,1957,8157,6.53,-3.44,-1.08,0.24,9.36,57.5,95,good,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,2173,1889,2138,2053,8253,4.47,1.56,-0.15,2.68,9.31,52.2,76,neutral,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,1825,1853,1762,1777,7217,-0.6,-1.93,-0.45,2.23,9.21,64.8,81,neutral,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,1798,1699,1813,1858,7168,0.75,2.43,0.28,3.26,9.2,56.7,72,neutral,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,1864,1663,1357,1604,6488,-0.71,-8.72,0.26,1.67,9.17,57,83,good,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,2241,1887,2143,2034,8305,5.57,0.59,0.3,0.16,9.81,55.4,96,good,0,0,none,0
4/16/2026 8:27,user_001,session_1_1,1916,1776,1752,1910,7354,-0.24,-0.41,-0.15,0.89,9.04,67.6,92,good,0,0,none,0
4/16/2026 8:28,user_001,session_1_1,2207,1721,1893,1844,7665,6.98,-2.49,-0.74,2.77,8.18,43.6,74,neutral,0,0,neck_stretch,0
4/16/2026 8:28,user_001,session_1_1,1611,1777,1917,1731,7036,0.28,3.7,0.38,2.29,8.97,59.4,80,neutral,0,0,none,0
4/16/2026 8:28,user_001,session_1_1,1906,2090,1887,2001,7884,-3.78,-1.37,0.29,1.63,9.25,50.5,85,good,0,0,none,0
4/16/2026 8:28,user_001,session_1_1,2100,1495,1458,2016,7069,0.66,-1.71,-0.44,1.13,9.13,56.2,90,good,0,0,none,0
4/16/2026 8:28,user_001,session_1_1,2095,1779,1604,2097,7575,-2.34,-2.28,0.52,0.87,8.96,53,91,good,0,0,none,0
4/16/2026 8:28,user_001,session_1_1,2169,1795,1677,1956,7597,1.25,-4.36,0.15,2.57,9.72,52.4,77,neutral,0,0,none,0
4/16/2026 8:29,user_001,session_1_1,2162,1787,1844,2266,8059,-0.58,2,0.07,4.11,9.05,52.5,66,slouching_forward,0,0,shoulder_roll,0
4/16/2026 8:29,user_001,session_1_1,1935,1831,1568,1565,6899,1.55,-9.18,0.27,0.45,9.67,69.7,93,good,0,0,none,0
4/16/2026 8:29,user_001,session_1_1,2106,1944,2200,1877,8127,5.97,0.33,-0.13,1.32,9.73,65.1,87,good,0,0,none,0
4/16/2026 8:29,user_001,session_1_1,2221,2078,2158,2041,8498,3.06,-1.18,0.13,1.79,9.81,50.9,84,good,0,0,none,0
4/16/2026 8:29,user_001,session_1_1,1853,1837,1829,2015,7534,-2.26,2.04,-0.98,0.48,10.02,64.1,94,good,0,0,none,0
4/16/2026 8:29,user_001,session_1_1,1791,1562,1841,1773,6967,4.26,3.75,-0.29,2.77,9.13,63.4,75,neutral,0,0,none,0
4/16/2026 8:30,user_001,session_1_1,1861,1965,1808,1926,7560,-2.94,-1.22,0.59,2.55,9.27,62.2,78,neutral,0,0,none,0
4/16/2026 8:30,user_001,session_1_1,2171,1801,2155,1950,8077,7.12,1.65,0.01,3.25,9.32,43.4,70,neutral,0,0,neck_stretch,0
4/16/2026 8:30,user_001,session_1_1,2102,1829,1666,1919,7516,0.27,-4.6,0.19,2.67,9.72,50.6,77,neutral,0,0,none,0
4/16/2026 8:30,user_001,session_1_1,1820,1429,1675,1890,6814,2.58,4.64,0.29,1.08,9.87,52.5,89,good,0,0,none,0
4/16/2026 8:30,user_001,session_1_1,1907,1638,1719,1626,6890,5.25,-2.9,0.01,1.63,8.89,53.8,84,good,0,0,none,0
