_id,session_id,timestamp_device,fsr1_adc,fsr2_adc,fsr3_adc,fsr4_adc,fsr1_force_g,fsr2_force_g,fsr3_force_g,fsr4_force_g,fsr1_pressure_pa,fsr2_pressure_pa,fsr3_pressure_pa,fsr4_pressure_pa,fsr1_pressure_kpa,fsr2_pressure_kpa,fsr3_pressure_kpa,fsr4_pressure_kpa,distance_cm,accel_x,accel_y,accel_z,total_force_g,total_pressure_pa,total_pressure_kpa,seat_balance_lr,seat_balance_fb,is_occupied,posture_score,posture_status,bad_posture_type,createdAt,updatedAt,__v,recorded_at_utc,recorded_at_sl,timezone,average_pressure_pa,average_pressure_kpa,front_pressure_adc,back_pressure_adc,left_pressure_adc,right_pressure_adc,total_adc,active_fsr_count,accel_deviation,bad_posture_types[0],bad_posture_types[1],bad_posture_types[2],posture_severity,posture_confidence,posture_reason,created_at_sl,updated_at_sl
69e9fbac1b66e13fc094cd2f,session_1776941887989,1105552,2508,3634,3867,2964,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,91.49525,-9.885103,-0.980665,-1.216025,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T10:59:56.286Z,2026-04-23T10:59:56.286Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbb11b66e13fc094cd31,session_1776941887989,1110708,2697,3594,3934,2982,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,80.4335,-9.845877,-1.019892,-1.255251,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:01.307Z,2026-04-23T11:00:01.307Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbb61b66e13fc094cd33,session_1776941887989,1115865,2389,3627,3906,2959,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,78.76995,-9.885103,-1.019892,-1.098345,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:06.425Z,2026-04-23T11:00:06.425Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbbb1b66e13fc094cd35,session_1776941887989,1121022,2418,3629,3916,2990,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,89.23145,-9.845877,-1.019892,-1.098345,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:11.567Z,2026-04-23T11:00:11.567Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbc01b66e13fc094cd37,session_1776941887989,1126184,2433,3627,3904,3000,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,85.42415,-9.885103,-0.902212,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:16.975Z,2026-04-23T11:00:16.975Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbc51b66e13fc094cd39,session_1776941887989,1131340,2448,3650,3908,3018,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,82.61155,-9.845877,-1.019892,-1.098345,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:21.904Z,2026-04-23T11:00:21.904Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbcb1b66e13fc094cd3b,session_1776941887989,1136496,2489,3636,3912,3015,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,81.10235,-9.845877,-0.980665,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:27.066Z,2026-04-23T11:00:27.066Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbd01b66e13fc094cd3d,session_1776941887989,1141654,2485,3660,3940,3018,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,78.7528,-9.845877,-0.980665,-1.176798,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:32.248Z,2026-04-23T11:00:32.248Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbd51b66e13fc094cd3f,session_1776941887989,1146816,2387,3581,3930,3019,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,77.4494,-9.845877,-0.823759,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:37.663Z,2026-04-23T11:00:37.663Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbda1b66e13fc094cd41,session_1776941887989,1151977,2547,3537,3905,3101,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,173.9353,-9.963556,-1.019892,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:42.536Z,2026-04-23T11:00:42.536Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbdf1b66e13fc094cd43,session_1776941887989,1157135,2781,3464,3867,3139,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,82.68015,-9.845877,-1.255251,-1.176798,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:47.700Z,2026-04-23T11:00:47.700Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbe41b66e13fc094cd45,session_1776941887989,1162293,1787,3515,3880,3181,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,83.4176,-9.80665,-1.255251,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:52.874Z,2026-04-23T11:00:52.874Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbea1b66e13fc094cd47,session_1776941887989,1167456,2163,3544,3885,3180,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,88.78555,-9.767424,-1.255251,-1.176798,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:00:58.169Z,2026-04-23T11:00:58.169Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbef1b66e13fc094cd49,session_1776941887989,1172612,2985,3517,3834,3149,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,84.8239,-9.80665,-1.216025,-1.176798,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:01:03.184Z,2026-04-23T11:01:03.184Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbf41b66e13fc094cd4b,session_1776941887989,1177770,3006,3530,3796,3154,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,83.16035,-9.845877,-1.255251,-1.176798,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:01:08.326Z,2026-04-23T11:01:08.326Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbf91b66e13fc094cd4d,session_1776941887989,1182928,2763,3512,3903,3071,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,84.90965,-9.845877,-1.176798,-1.137571,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:01:13.504Z,2026-04-23T11:01:13.504Z,0,,,,,,,,,,,,,,,,,,,,
69e9fbfe1b66e13fc094cd4f,session_1776941887989,1188089,536,3344,3851,2061,42.87139,1000,1000,1000,3318.875,77414.69,77414.69,77414.69,3.318875,77.41469,77.41469,77.41469,87.96235,-9.610518,-2.275143,-1.333704,3042.87139,235562.945,235.562945,0.314547836,-0.314547836,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:18.809Z,2026-04-23T11:01:18.809Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc031b66e13fc094cd53,session_1776941887989,1193245,0,3854,3981,1419,0,1000,1000,513.0376,0,77414.69,77414.69,39716.65,0,77.41469,77.41469,39.71665,84.4809,-9.80665,-1.647517,-1.216025,2513.0376,194546.03,194.54603,0.204150388,-0.204150388,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:23.783Z,2026-04-23T11:01:23.783Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc081b66e13fc094cd57,session_1776941887989,1198403,0,3893,3983,912,0,1000,1000,144.2766,0,77414.69,77414.69,11169.13,0,77.41469,77.41469,11.16912,91.4095,-9.80665,-1.608291,-1.216025,2144.2766,165998.51,165.9985,0.06728451,-0.06728451,TRUE,90,good_posture,none,2026-04-23T11:01:28.926Z,2026-04-23T11:01:28.926Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc0e1b66e13fc094cd59,session_1776941887989,1203560,0,3837,3960,0,0,1000,1000,0,0,77414.69,77414.69,0,0,77.41469,77.41469,0,77.26075,-9.963556,-1.72597,-1.216025,2000,154829.38,154.82938,0,0,TRUE,90,good_posture,none,2026-04-23T11:01:34.142Z,2026-04-23T11:01:34.142Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc131b66e13fc094cd5b,session_1776941887989,1208713,0,3831,3998,1438,0,1000,1000,530.2221,0,77414.69,77414.69,41046.98,0,77.41469,77.41469,41.04698,87.4307,-9.767424,-1.294478,-1.216025,2530.2221,195876.36,195.87636,0.209555556,-0.209555556,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:39.408Z,2026-04-23T11:01:39.408Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc181b66e13fc094cd5f,session_1776941887989,1213869,30,3917,4053,1738,0,1000,1000,895.8572,0,77414.69,77414.69,69352.51,0,77.41469,77.41469,69.35251,86.14445,-9.80665,-1.216025,-1.137571,2895.8572,224181.89,224.18189,0.30935821,-0.30935821,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:44.426Z,2026-04-23T11:01:44.426Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc1d1b66e13fc094cd63,session_1776941887989,1219026,852,3375,3887,2301,107.6465,1000,1000,1000,8333.423,77414.69,77414.69,77414.69,8.333423,77.41469,77.41469,77.41469,88.9399,-9.688971,-2.235916,-1.294478,3107.6465,240577.493,240.577493,0.287147686,-0.287147686,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:49.599Z,2026-04-23T11:01:49.599Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc221b66e13fc094cd67,session_1776941887989,1224184,882,3432,3904,2269,125.9615,1000,1000,1000,9751.273,77414.69,77414.69,77414.69,9.751273,77.41469,77.41469,77.41469,88.5969,-9.649744,-2.235916,-1.333704,3125.9615,241995.343,241.995343,0.279606291,-0.279606291,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:01:54.783Z,2026-04-23T11:01:54.783Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc281b66e13fc094cd6b,session_1776941887989,1229349,925,3499,3908,2270,152.2131,1000,1000,1000,11783.53,77414.69,77414.69,77414.69,11.78353,77.41469,77.41469,77.41469,89.60875,-9.649744,-2.157463,-1.294478,3152.2131,244027.6,244.0276,0.268949742,-0.268949742,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:00.106Z,2026-04-23T11:02:00.106Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc2d1b66e13fc094cd6f,session_1776941887989,1234505,898,3493,3914,2297,135.7296,1000,1000,1000,10507.46,77414.69,77414.69,77414.69,10.50746,77.41469,77.41469,77.41469,88.51115,-9.688971,-2.19669,-1.333704,3135.7296,242751.53,242.75153,0.275620194,-0.275620194,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:05.066Z,2026-04-23T11:02:05.066Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc321b66e13fc094cd73,session_1776941887989,1239662,577,3996,4014,1932,47.04314,1000,1000,1000,3641.83,77414.69,77414.69,77414.69,3.64183,77.41469,77.41469,77.41469,72.83605,-9.45361,0.078453,-0.902212,3047.04314,235885.9,235.8859,0.31274807,-0.31274807,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:10.261Z,2026-04-23T11:02:10.261Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc371b66e13fc094cd77,session_1776941887989,1244817,2145,3871,3946,2594,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,37.6271,-9.845877,0.470719,-0.902212,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:02:15.365Z,2026-04-23T11:02:15.365Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc3c1b66e13fc094cd79,session_1776941887989,1249984,2075,3904,3962,2557,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,177.5882,-9.885103,0.392266,-0.902212,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:02:20.684Z,2026-04-23T11:02:20.684Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc411b66e13fc094cd7b,session_1776941887989,1255137,2147,3918,3989,2488,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,38.073,-9.845877,0.431493,-0.862985,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:02:25.707Z,2026-04-23T11:02:25.707Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc461b66e13fc094cd7d,session_1776941887989,1260295,1086,3925,4011,2480,256.1152,1000,1000,1000,19827.08,77414.69,77414.69,77414.69,19.82708,77.41469,77.41469,77.41469,91.59815,-9.885103,0.431493,-0.902212,3256.1152,252071.15,252.07115,0.228457765,-0.228457765,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:30.893Z,2026-04-23T11:02:30.893Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc4c1b66e13fc094cd81,session_1776941887989,1265457,1225,3890,4028,2510,358.5333,1000,1000,1000,27755.74,77414.69,77414.69,77414.69,27.75574,77.41469,77.41469,77.41469,163.4738,-9.885103,0.392266,-0.823759,3358.5333,259999.81,259.99981,0.190996082,-0.190996082,TRUE,90,good_posture,none,2026-04-23T11:02:36.216Z,2026-04-23T11:02:36.216Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc511b66e13fc094cd83,session_1776941887989,1270618,1799,3916,4061,2139,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,47.28255,-9.767424,0.627626,-0.902212,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:02:41.349Z,2026-04-23T11:02:41.349Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc561b66e13fc094cd85,session_1776941887989,1275770,1192,3836,3972,2260,332.5378,1000,1000,1000,25743.31,77414.69,77414.69,77414.69,25.74331,77.41469,77.41469,77.41469,38.67325,-9.845877,0.745305,-0.941438,3332.5378,257987.38,257.98738,0.20028646,-0.20028646,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:46.312Z,2026-04-23T11:02:46.312Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc5b1b66e13fc094cd89,session_1776941887989,1280924,1131,3835,3970,2326,286.6403,1000,1000,1000,22190.17,77414.69,77414.69,77414.69,22.19017,77.41469,77.41469,77.41469,37.50705,-9.80665,0.666852,-0.862985,3286.6403,254434.24,254.43424,0.217048303,-0.217048303,TRUE,65,bad_posture,backward_slouching,2026-04-23T11:02:51.507Z,2026-04-23T11:02:51.507Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc601b66e13fc094cd8d,session_1776941887989,1286079,1218,3845,3968,2296,353.0191,1000,1000,1000,27328.86,77414.69,77414.69,77414.69,27.32886,77.41469,77.41469,77.41469,43.50955,-9.885103,0.627626,-0.823759,3353.0191,259572.93,259.57293,0.192954731,-0.192954731,TRUE,90,good_posture,none,2026-04-23T11:02:56.631Z,2026-04-23T11:02:56.631Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc651b66e13fc094cd8f,session_1776941887989,1291239,3065,3459,3865,3251,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,42.4977,-9.885103,0.902212,-0.745305,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:03:01.999Z,2026-04-23T11:03:01.999Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc6a1b66e13fc094cd91,session_1776941887989,1296392,3404,2313,2832,3571,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,33.4768,-9.80665,1.019892,-0.706079,4000,309658.76,309.65876,0,0,TRUE,60,bad_posture,forward_slouching,2026-04-23T11:03:06.978Z,2026-04-23T11:03:06.978Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc701b66e13fc094cd95,session_1776941887989,1301547,3667,2441,3360,3657,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,31.5217,-9.845877,0.980665,-0.745305,4000,309658.76,309.65876,0,0,TRUE,60,bad_posture,forward_slouching,2026-04-23T11:03:12.628Z,2026-04-23T11:03:12.628Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc751b66e13fc094cd99,session_1776941887989,1306702,3689,2412,3383,3664,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,31.1444,-9.767424,1.019892,-0.784532,4000,309658.76,309.65876,0,0,TRUE,60,bad_posture,forward_slouching,2026-04-23T11:03:17.248Z,2026-04-23T11:03:17.248Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc7a1b66e13fc094cd9d,session_1776941887989,1311861,3698,2447,3406,3676,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,32.4821,-9.845877,0.980665,-0.784532,4000,309658.76,309.65876,0,0,TRUE,60,bad_posture,forward_slouching,2026-04-23T11:03:22.730Z,2026-04-23T11:03:22.730Z,0,,,,,,,,,,,,,,,,,,,,
69e9fc7f1b66e13fc094cda1,session_1776941887989,1317015,2816,3841,3873,2586,1000,1000,1000,1000,77414.69,77414.69,77414.69,77414.69,77.41469,77.41469,77.41469,77.41469,64.70695,-9.80665,0.588399,-0.862985,4000,309658.76,309.65876,0,0,TRUE,90,good_posture,none,2026-04-23T11:03:27.601Z,2026-04-23T11:03:27.601Z,0,,,,,,,,,,,,,,,,,,,,
